Date,Link,Message
2025-08-21 02:29:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7363469529177354240,"Prateek Sanjay I think k starting with replit/lovable/v0 makes sense, then switching to dev after cursor can’t do the work.

Basically do what you can, then outsource for what you don’t know (bugs, sometimes you might be spinning in a loop for 3 hours because you don’t know line 37 can’t have a comma)"
2025-08-21 02:26:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7363469529177354240,"Dang that’s crazy. I grew up thinking that most people had good intentions and sometimes you’d find bad actors.

As I’ve gotten older I’ve been amazed at how many people put nefarious plans into their mind.

Sydh a shame"
2025-08-20 23:39:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7363902631817216002,"Think they could have prompted the agents better? Included gaurdrails to not give out info?

Check out this prompt gpt I built - trained on open ai gpt 4 and 5 best practice and cookbooks as well as prompt engineering research papers. Type in raw thoughts and it’ll come back with a fully engineered prompt to use in your situation 

https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps"
2025-08-20 09:10:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362477828224790529,"Brett Jansen I think it feels good that have 100,000 followers . They can’t monetize it though like tiktok or YouTube. Without doing what you said, using it to get clients"
2025-08-20 09:08:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362477828224790529,"Philip Heijkoop someone said they made 3,000 calls a day once. I think their workflow was hallucinating"
2025-08-20 09:07:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362477828224790529,"Brian McCreadie I thought it was a play on words, like “7 ate 9”"
2025-08-20 09:05:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362477828224790529,Bit.ly/livebuildai
2025-08-19 21:40:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7363495263698669569,Great job. Any specific reason why gamma over v0.dev or replit/lovable? Doing the same thing? Just preference?
2025-08-19 11:32:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362898528328638464,Brett Jansen www.revenabled.com :)
2025-08-18 20:56:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7363251831013105664,Dr. Mirko Kämpf Alexander Alten-Lorenz
2025-08-18 20:30:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7359734497405227008,"Zinzile Mhlanga-Shoko thank you! I’m using agent mode for things but yes GPT 4 was great. I typically build custom GOTs and train them on me needs to be more specific, so Jobs to be Done creators, Go To Market emails based on company voice, etc. I have a bunch of them free in my website if you wanna check them out! www.gptpat.co"
2025-08-18 08:13:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361856606399094785,"Bit.ly/livebuildai

And ycombinator"
2025-08-18 00:08:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361007312301416449,Yvonne Valencia
2025-08-17 18:02:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361365955542667264,Adeo Ressi as well for musicians (how would Michael Jackson have approached this) or any mentor role. To have  list of people to interview at any given time based on their public and your private data
2025-08-17 17:16:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362816897890897920,Book
2025-08-17 06:29:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7361081802813313024,Sebastian Mertens reminds me of your automation story!
2025-08-17 04:59:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7361075029817626626,Relay
2025-08-17 04:37:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7359582265909096451,Albert Pérez Llanos same! I’ve built hundreds of them and some people don’t even know they exist
2025-08-17 01:19:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7362473662458793984,Congrats
2025-08-12 19:24:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361024882823852032,Patrick Diamitani Alex Richards love the DJ analogy as well Dr. Mirko Kämpf . I especially think Scalytics is poised to help both firms large and small and brands they work for optimize this with private AI infrastructure to scale.
2025-08-12 15:36:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7361024882823852032,Alexander Alten-Lorenz Dr. Mirko Kämpf
2025-08-10 01:18:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359969903640014848,Scrape
2025-08-09 22:23:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359596527960412160,Try this custom gpt that lets you cold prompt unstructured thoughts and uses open ai cookbooks and best practices to redefine a prompt into a structured engineered version: https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-08-08 03:54:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359015723114876930,Gimme db
2025-08-07 17:57:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7359230837281734656,Template
2025-08-07 14:38:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7359161711267868672,Organic
2025-08-01 23:32:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7356451502485356544,Imagine growing up with a robot in your house
2025-08-01 20:28:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7357116776855343104,Scalytics
2025-08-01 01:18:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356081202736345088,Congrats Pilar! 🎉
2025-07-31 22:33:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356337832048680960,Dana K. Happy to jump on a call tomorrow or early next week! Feel free to jump in my DM to set up a call
2025-07-31 21:12:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356337832048680960,Siya Mali yes sir! Happy to help.
2025-07-31 20:04:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356694206318354433,first
2025-07-30 17:38:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356331758415482880,Damn nick congrats. You don’t just talk about it you be about it!
2025-07-29 22:54:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7356051757422034948,Congrats!
2025-07-29 18:02:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7355905669444632578,Awesome job!
2025-07-29 02:17:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349711088579440640,Galileo
2025-07-28 00:41:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7354259194646089729,Nico Aguilar you too man! Awesome to see you killing it
2025-07-26 01:13:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7353366171250839552,Canva mcp
2025-07-24 22:13:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7354259194646089729,"Joe Sumpter, MBA no problem! Appreciate your interest. Lots of good tools out here. Gemini has some great ones"
2025-07-24 07:15:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Michael Marsowicz building following “have to be connected to receive message” that’s how he gets to 100k followers. Great hack. Also it’s an open lead list to any sales consultant looking to find clients.
2025-07-24 07:03:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Christian Dion I hope so. I’m in all of these comments talking shit . That does make sense tho my first take until I saw some of the other critical thinkers in the thread
2025-07-24 07:02:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,"Gent Mehmeti CDMP®, CBM ® that makes the most sense and will probably be coming soon to an LLM near you"
2025-07-24 07:00:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,"A better sales strategy would be to reach out to your now 100,000 followers who comment on your posts because they obviously have a distinct need. 

I think you overplayed your hand with the 4,000 a day. Seems condescending and taking advantage of people who don’t understand how impossible that is. I hope you prove me wrong. Reality says you probably won’t."
2025-07-24 06:48:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Rumenits telekinesis bro. He’s got the Neurolink plan
2025-07-24 06:46:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Mariano Barisch that or reach out to ever person who responds because they obviously need sales help. Good mine for an actual sales consultant
2025-07-24 06:44:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Gene Plotkin that and followers you have to be connected to message
2025-07-24 06:43:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,Joe DeWulf not possible but good for testing outbound call voice agents.
2025-07-24 06:39:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,"Patrick Diamitani this one was just too fugazi for anyone who’s every done sales. 3-4k? Unless he’s making a point to be boisterous. But pure nonsense.

On the other hand there is a market to create voice agents that dial for you. If he said that, that’d be more believable and intriguing. I’d like to see the data on people accepting sales voice calls from bots. And grow that. In that case he’d be on to something"
2025-07-24 06:37:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353446982587203584,"Jan Sahagun they don’t. He’s just using it as click bait to get more leads. If you notice all of these (some are good) posts have “like plus comment” well, you have to follow them to get it, so it grows their base. Great strategy actually for traffic, but its nearly impossible. Some of these are actually good, I click and comment a lot. They do it on twitter too"
2025-07-23 21:05:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353832243858993153,RSVP
2025-07-22 06:24:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353113266979495936,Scalytics - private ai infrastructure Alexander Alten-Lorenz
2025-07-22 06:23:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353044551395069952,Artispreneur.com
2025-07-22 01:37:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7353083847762243587,Helps to create prompts - https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-07-21 09:02:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7349515949047267328,Calculator
2025-07-21 02:26:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7352657702440886272,I think this can be good for qualification calls where customers just want the details and businesses want the BANT. Pre demo
2025-07-19 21:38:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7351253026935836672,Gpt to help create prompts https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-07-18 21:07:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7352072626556575744,"Not necessarily that way but definitely use it as a therapist or a “texts not to send” literally built a gpt that allows me to send those texts that I might regret later and it walks me through why I’m either validated or how I can find a better perspective. Then I never have to write it again. Kind of like, that saying where you wrote a letter to someone that you never send telling them how you feel"
2025-07-18 10:58:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7351850728459567105,Arsenal
2025-07-18 06:22:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7351438463650435072,HSP - Highly Suggested Prompts. Write what you want to prompt and it will similar highly engineered version to add to your LLM https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-07-18 01:57:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7351662360874414082,Awesome job
2025-07-17 18:03:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7351233868089245696,MCP
2025-07-16 23:23:50,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7351049490566475776,Podcast
2025-07-16 20:47:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7345513555300892674,https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-07-15 23:28:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7351013585457725443,Agentos
2025-07-15 21:12:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7350946897919909888,TYS
2025-07-15 12:44:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7349098440800260096,Awesome job! Great article and impact
2025-07-15 12:08:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341007940574724096,hormozi
2025-07-15 12:06:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350403160533843968,awesome job
2025-07-15 08:37:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350577378684719104,"congrats team!"
2025-07-14 19:49:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7349383930740895744,Infra
2025-07-14 01:13:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7348733636424163329,oh man the surgery hallucination
2025-07-13 02:20:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7349814030414290944,Chris Cheng ☁ https://chatgpt.com/g/g-67ebb39985c88191bde258e563a05af8-promptbuilder-architect
2025-07-09 15:38:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7348707990260133889,Sdr
2025-07-07 22:05:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7347972670229028865,Alexander Alten-Lorenz Dr. Mirko Kämpf
2025-07-07 19:00:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7348054157737558016,Ai
2025-07-04 17:58:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7346918646406881280,"There’s beauty in the desert 

The climb hurts but the view is unmatched 

You have BARS sir"
2025-07-03 19:12:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7346549533482303488,Here’s a custom go to market architect that will help you draft emails based on your docs: https://chatgpt.com/g/g-683f2ca476248191b9bdfc97bc4ad641-go-to-market-architect
2025-07-01 15:56:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7345798421867372544,Can’t it be both? John wick villain and future president in the wickiverse
2025-06-30 15:45:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7345358306850344962,MCP
2025-06-29 22:30:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7345208026649284608,Awesome job closing and being a genuine person
2025-06-28 19:14:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7343303064402935808,MIND
2025-06-27 21:24:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7344340502588088321,Alexander Alten-Lorenz Dr. Mirko Kämpf
2025-06-25 20:05:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7340708268224212993,Automation
2025-06-19 00:03:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7340646250385391619,Notion
2025-06-11 19:46:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7237102498447056897,"10 3 1 for every 100 you target you hope ten will respond, 3 will be interested and one will buy. has to be in market (able and willing to spend)"
2025-06-08 18:34:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7337435938190413824,Alexander Alten-Lorenz Dr. Mirko Kämpf
2025-06-07 02:54:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7333552660953927682,Congrats
2025-06-05 15:11:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7336404897182928898,Www.gptpat.co
2025-06-04 20:12:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311038597829189633,Alexander Alten-Lorenz Dr. Mirko Kämpf
2025-06-04 00:09:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7335476368899510273,happy bday!
2025-06-04 00:09:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7335476368899510273,Awards and accolades keep on coming!
2025-06-02 23:19:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7335426471231934464,"i love the rythem to that name. downshift.ai, downshift ventures. downshift crm. lol - but quite the antithesis to your messaging on simplicity and the ai product gook - maybe i should stick to music"
2025-06-02 23:17:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7335407352000499713,ousman camara appreciate you reading!
2025-05-24 20:42:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7331878932113174528,Yes please
2025-05-22 22:49:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7328834504427466752,Only God can judge me…and my news feed
2025-05-21 05:46:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330811568315580416,Alex Lang
2025-05-21 00:02:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7330739755107737600,"hype modeling"
2025-05-19 01:47:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7321562021181755392,"I think they should have a Ten Commandments like us so that when they want to destroy us all, they can think about concepts like love and forgiveness"
2025-05-16 20:15:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7329217336777871362,Haters gonna hate
2025-05-15 07:58:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7328683088232738817,Was that my inner monologue that got loose?
2025-05-13 02:59:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7327824686115864576,congrats!
2025-05-13 01:55:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327798851774394369,Patrick Senat
2025-05-12 23:18:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327821428530057216,I built a lovable clone using lovable #meta
2025-05-12 22:18:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327724296456278017,https://gptpataitools.vercel.app
2025-05-12 22:18:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327724296456278017,https://predictavue.vercel.app
2025-05-12 22:17:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327724296456278017,https://sirbotly.vercel.app
2025-05-12 21:11:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327681214302109712,Baller
2025-05-12 20:55:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7323330624256167936,"Avery Kryger yes ma’am! The more you know, the more you can do. Check out my guided ai bot for setting up custom GPTs: https://sirbotly.vercel.app"
2025-05-12 20:45:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7327784797689303040,Check out https://sirbotly.vercel.app for a guided Custom GPT builder!
2025-05-12 08:46:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7326808621550317568,awesome job! way to create great content
2025-05-12 08:42:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7327525671671398401,David Grunfeld it sounds about left. and right.
2025-05-12 08:42:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7327525671671398401,"damn, hit me with they'd call it freedom"
2025-05-10 20:38:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7326762523351740416,Siya Mali awesome job Siya! not surprised.
2025-05-10 01:22:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325685810928717825,congrats!
2025-05-10 01:17:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7326565634694107138,better then when i found out a friend of mine was using youtube...in the bathroom...trying to figure out wtf was wrong with the patient
2025-05-07 02:46:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325690292035088386,Congratulations! What an honor.
2025-05-06 01:26:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7325291339984633856,"By the end of tonight’s session we were able to build the top product with just one prompt versus the bottom, using my chain prompting system. The goal is not to just build, but do it within your means. Not everyone has $1,400/month to spend on different tools, but if you do it right, you just need a system. Let me know if you’re interested in my TenDayAI course. Dm me"
2025-05-05 06:54:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7319639198691459072,Tony Schmidt
2025-05-05 06:53:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7319639198691459072,Siya Mali
2025-05-04 20:25:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7324699228608364546,ousman camara thank you Ousman!
2025-05-02 17:43:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7324116000415641600,MARA
2025-05-01 05:39:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322977148305113088,GrowthAssistant
2025-05-01 00:52:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7323400982611034112,Ok Oprah
2025-04-30 14:20:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323322796162371584,"Michael Jordan Pilgreen I like this. Especially pooper scoopers, like those robo vacuums in your house but outside for parks and cigarette butts"
2025-04-30 14:19:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7323322796162371584,"Gov tech for sure. Every municipality is going to want to update processes and slow/lagging websites now that they’ve gotten the go ahead with ChatGPT gov, etc. there’s more ambition and implicit “yes” to buy ai products and services faster than procurement can say no….t this quarter"
2025-04-29 15:14:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322990574465187840,fyi
2025-04-29 15:13:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322990574465187840,Tested it out so far so good..
2025-04-29 15:12:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322990574465187840,I prompted “Create a prompt that will update a users memory to make sure their ChatGPT client never uses an emdash”
2025-04-29 15:11:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322990574465187840,This seemed to work: https://chatgpt.com/g/g-haeo2jTUS-highly-suggested-prompts-hsps
2025-04-29 09:30:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7322735393961889792,ousman camara thank you sir!
2025-04-26 08:43:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320858689584746496,Ezekiel Adepoju amen
2025-04-24 05:30:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320858689584746496,Devo Harris would love to interview you!
2025-04-24 05:29:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320858689584746496,GOOD job Legend
2025-04-24 00:05:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7320858170862510094,Good job champ
2025-04-23 21:00:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7320860478157512705,Congrats!
2025-04-19 18:07:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7319351574785347584,I like this. More human algorithms developed from mind. If this then that talk. Understand a computer is a replica of you. Build a process they will understand and the ai game is about who thinks of the right formulas.
2025-04-19 00:50:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7319139639854862336,Liam Ottley is/has
2025-04-18 23:49:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7318550860366569472,Congrats!
2025-04-18 18:14:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7315705796892254209,congrats!
2025-04-17 04:42:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7318264429052133376,"Question, have you found a dev flow with ai that works? Past buzz words, but, using vibration coding plus prompt chaining plus automation? So that  simple technical copywriter can create a system with the aid of part time devs to clean up work? @greg eisenberg, @jono catliff, @liam ottley have great YouTube videos. Many people can’t get past the cursor curse, of building 80% product and getting stuck 20%. How does one person or flow master this? I think that can theoretically drop prices and increase productivity exponentially"
2025-04-15 00:20:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7317657749318746112,sounds like a smart decision
2025-04-14 18:13:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317558901447487490,ousman camara thank you!
2025-04-14 18:12:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7317558901447487490,Andrew Parsons hey just look at the article and should be an apply link attached!
2025-04-14 14:35:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7317513214986989568,Amen! 😊
2025-04-12 04:39:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316677573688643584,Congratulations!
2025-04-12 02:25:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7316535616295378945,"Yeah I find uploads make a huge difference. Even taking raw data, asking gpt to make it into a document or prd or whatever, copy and pasting it, downloading it and reupload works so much better than asking straight up for downloads. It rarely works well or times out etc"
2025-04-09 18:17:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7315780552677019648,"Big congrats, Samuel 🎉"
2025-04-04 22:13:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7313553694128525313,Vibe Code tutorial if needed (with prompt support) https://www.linkedin.com/pulse/livebuildai-april-3-2025-breaking-down-vibe-patrick-diamitani-vyvkc?utm_source=share&utm_medium=member_ios&utm_campaign=share_via
2025-04-03 07:58:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7313259895305228288,Why not make an mcp builder tool?
2025-04-03 03:10:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7313289774272823296,Congratulations and great work. Salute for not giving up 🫡
2025-04-02 09:45:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7313100431214215168,You da man
2025-04-01 00:59:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311994742395871232,thank you!
2025-03-31 23:07:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7312605857576374272,I’ll pay you $500 to meet you
2025-03-31 02:27:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7312167012867219456,Sounds like another language but looks great!
2025-03-30 22:22:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7312194521956556800,"yeah systems thinking, learning how to give commands, be direct, ut most importantly learning how the subconcious mind works - if you're able to tell yourself what to do, it helps. hence \"the secret\" \"if you can believe you can achieve,\" \"as a many thinketh in his heart so is he.\" The ability to program the mind is very important and not just wishwash. Especially for mental health and getting out of depression"
2025-03-30 15:08:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311994742395871232,Awwal Adebiyi Adeyemo thank you Sir. You as well!
2025-03-30 15:07:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311994742395871232,Zubair Ahmad thanks!
2025-03-30 09:23:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311994742395871232,ousman camara thank you sir!
2025-03-30 05:26:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311981459102224385,"awesome job man"
2025-03-30 02:17:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311450080538947585,Awwal Adebiyi Adeyemo lmao I thought something was different
2025-03-30 02:16:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311450080538947585,Vijayalakshmi Chandarasekar nooooo
2025-03-28 20:07:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311448807429279744,Great job man!
2025-03-28 20:06:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311397641467146240,George Stock yes sir
2025-03-28 18:39:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311450080538947585,Meeta Wafgaonkar got you!
2025-03-28 17:08:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7311397641467146240,AI
2025-03-28 09:34:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7311038597829189633,Awesome job. I feel the future of ai tools is everyone having their own custom solution: kudos to you I was just thinking of a lead generator today and the algorithm must’ve picked up my thoughts
2025-03-27 21:49:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310578781272883200,"Byron Grealy marinara, is still a pasta and a sauce. Same dish"
2025-03-27 21:23:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7310578781272883200,Greg Isenberg buffalo or ranch?
2025-03-26 17:06:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7310493510187524096,"Great job man, congrats"
